what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574748374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574759449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574769262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336574771471
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574778067
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574839616
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336574904032
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336574904383
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336574904747
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336574905108
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1336574906302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1336574906540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1336574906582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1336574906618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1336574906625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336574917967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336574933348
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1336574950847
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1336574954689
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336574983439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336574983783
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336574984132
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336574984515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336575032541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336575057572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336575058039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336575104077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336575105815
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336575109493
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336575219813
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336575220232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336575220880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336575221267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336575233064
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336575233884
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336575247102
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336575264376
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1336575272369
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336575274369
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336575301612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336575324823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336575325891
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336575506920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336589253844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336589257988
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336589258955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336589260382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336589261338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1336589268505
